,Package Name,Access,Summary,Updated
27768,ez_setup,public,ez_setup.py and distribute_setup.py,2025-04-22
27769,filesdb,public,A simple tool for tracking files,2025-04-22
27770,django-unique-upload,public,A django utility that creates unique file names for uploaded files via uuids.,2025-04-22
27771,django-configurations,public,A helper for organizing Django settings.,2025-04-22
27772,beakerx,public,Beaker Extensions for Jupyter and Jupyter Lab,2025-04-22
27773,dj-database-url,public,Use Database URLs in your Django Application.,2025-04-22
27774,r-flowr,public,"This framework allows you to design and implement complex pipelines, and deploy them on your institution's computing cluster. This has been built keeping in mind the needs of bioinformatics workflows. However, it is easily extendable to any field where a series of steps (shell commands) are to be executed in a (work)flow.",2025-04-22
27775,r-diagram,public,"Visualises simple graphs (networks) based on a transition matrix, utilities to plot flow diagrams, visualising webs, electrical networks, etc. Support for the book ""A practical guide to ecological modelling - using R as a simulation platform"" by Karline Soetaert and Peter M.J. Herman (2009), Springer. and the book ""Solving Differential Equations in R"" by Karline Soetaert, Jeff Cash and Francesca Mazzia (2012), Springer. Includes demo(flowchart), demo(plotmat), demo(plotweb).",2025-04-22
27776,r-circlize,public,"Circular layout is an efficient way for the visualization of huge amounts of information. Here this package provides an implementation of circular layout generation in R as well as an enhancement of available software. The flexibility of the package is based on the usage of low-level graphics functions such that self-defined high-level graphics can be easily implemented by users for specific purposes. Together with the seamless connection between the powerful computational and visual environment in R, it gives users more convenience and freedom to design figures for better understanding complex patterns behind multiple dimensional data.",2025-04-22
27777,r-getoptlong,public,This is yet another command-line argument parser which wraps the powerful Perl module Getopt::Long and with some adaptation for easier use in R. It also provides a simple way for variable interpolation in R.,2025-04-22
27778,r-fpc,public,"Various methods for clustering and cluster validation. Fixed point clustering. Linear regression clustering. Clustering by merging Gaussian mixture components. Symmetric and asymmetric discriminant projections for visualisation of the separation of groupings. Cluster validation statistics for distance based clustering including corrected Rand index. Standardisation of cluster validation statistics by random clusterings and comparison between many clustering methods and numbers of clusters based on this. Cluster-wise cluster stability assessment. Methods for estimation of the number of clusters: Calinski-Harabasz, Tibshirani and Walther's prediction strength, Fang and Wang's bootstrap stability. Gaussian/multinomial mixture fitting for mixed continuous/categorical variables. Variable-wise statistics for cluster interpretation. DBSCAN clustering. Interface functions for many clustering methods implemented in R, including estimating the number of clusters with kmeans, pam and clara. Modality diagnosis for Gaussian mixtures. For an overview see package?fpc.",2025-04-22
27779,r-shape,public,"Functions for plotting graphical shapes such as ellipses, circles, cylinders, arrows,",2025-04-22
27780,r-prabclus,public,"Distance-based parametric bootstrap tests for clustering with spatial neighborhood information. Some distance measures, Clustering of presence-absence, abundance and multilocus genetical data for species delimitation, nearest neighbor based noise detection. Genetic distances between communities. Tests whether various distance-based regressions are equal. Try package?prabclus for on overview.",2025-04-22
27781,r-params,public,"An interface to simplify organizing parameters used in a package, using external configuration files. This attempts to provide a cleaner alternative to options().",2025-04-22
27782,r-mclust,public,"Gaussian finite mixture models fitted via EM algorithm for model-based clustering, classification, and density estimation, including Bayesian regularization, dimension reduction for visualisation, and resampling-based inference.",2025-04-22
27783,r-kernlab,public,"Kernel-based machine learning methods for classification, regression, clustering, novelty detection, quantile regression and dimensionality reduction. Among other methods 'kernlab' includes Support Vector Machines, Spectral Clustering, Kernel PCA, Gaussian Processes and a QP solver.",2025-04-22
27784,r-globaloptions,public,"It provides more controls on the option values such as validation and filtering on the values, making options invisible or private.",2025-04-22
27785,r-flexmix,public,"A general framework for finite mixtures of regression models using the EM algorithm is implemented. The E-step and all data handling are provided, while the M-step can be supplied by the user to easily define new models. Existing drivers implement mixtures of standard linear models, generalized linear models and model-based clustering.",2025-04-22
27786,pyutilsnrw,public,A collection of convenience functions,2025-04-22
27787,r-relations,public,"Data structures and algorithms for k-ary relations with arbitrary domains, featuring relational algebra, predicate functions, and fitters for consensus relations.",2025-04-22
27788,w3m,public,Text mode web browser/pager.,2025-04-22
27789,jenkspy,public,Compute Natural Breaks (Fisher-Jenks algorithm),2025-04-22
27790,segno,public,Segno is a QR Code and Micro QR Code encoder which has no further dependencies.,2025-04-22
27791,r-sets,public,"Data structures and basic operations for ordinary sets, generalizations such as fuzzy sets, multisets, and fuzzy multisets, customizable sets, and intervals.",2025-04-22
27792,r-preseqr,public,"Originally as an R version of Preseq <doi:10.1038/nmeth.2375>, the package has extended its functionality to predict the r-species accumulation curve (r-SAC), which is the number of species represented at least r times as a function of the sampling effort. When r = 1, the curve is known as the species accumulation curve, or the library complexity curve in high-throughput genomic sequencing. The package includes both parametric and nonparametric methods, as described by Deng C, et al. (2018) <arXiv:1607.02804v3>.",2025-04-22
27793,r-rsolnp,public,General Non-linear Optimization Using Augmented Lagrange Multiplier Method.,2025-04-22
27794,r-rniftyreg,public,"Provides an 'R' interface to the 'NiftyReg' image registration tools <http://sourceforge.net/projects/niftyreg/>. Linear and nonlinear registration are supported, in two and three dimensions.",2025-04-22
27795,r-rnifti,public,"Provides very fast read and write access to images stored in the NIfTI-1 and ANALYZE-7.5 formats, with seamless synchronisation between compiled C and interpreted R code. Also provides a C/C++ API that can be used by other packages. Not to be confused with 'RNiftyReg', which performs image registration.",2025-04-22
27796,r-polynom,public,A collection of functions to implement a class for univariate polynomial manipulations.,2025-04-22
27797,r-ore,public,"Provides an alternative to R's built-in functionality for handling regular expressions, based on the Onigmo library. Offers first-class compiled regex objects, partial matching and function-based substitutions, amongst other features.",2025-04-22
27798,lagranto,public,Library to work with trajectories.,2025-04-22
27799,r-segmented,public,"Given a regression model, segmented `updates' it by adding one or more segmented (i.e., piece-wise linear) relationships. Several variables with multiple breakpoints are allowed. The estimation method is discussed in Muggeo (2003, <doi:10.1002/sim.1545>) and illustrated in Muggeo (2008, <https://www.r-project.org/doc/Rnews/Rnews_2008-1.pdf>). An approach for hypothesis testing is presented in Muggeo (2016, <doi:10.1080/00949655.2016.1149855>), and interval estimation for the breakpoint is discussed in Muggeo (2017, <doi:10.1111/anzs.12200>).",2025-04-22
27800,r-maxlik,public,"Functions for Maximum Likelihood (ML) estimation and non-linear optimization, and related tools. It includes a unified way to call different optimizers, and classes and methods to handle the results from the ML viewpoint. It also includes a number of convenience tools for testing and developing your own models.",2025-04-22
27801,r-nhmmfdr,public,"The NHMMfdr package implements the non-homogeneous Hidden Markov Model based FDR control as described in Kuan et al., 2011 for multiple comparison adjustment under dependence. It allows for prior information to be incorporated in the model to improve detection of significant tests.",2025-04-22
27802,r-mitools,public,Tools to perform analyses and combine results from multiple-imputation datasets.,2025-04-22
27803,r-missforest,public,The function 'missForest' in this package is used to impute missing values particularly in the case of mixed-type data. It uses a random forest trained on the observed values of a data matrix to predict the missing values. It can be used to impute continuous and/or categorical data including complex interactions and non-linear relations. It yields an out-of-bag (OOB) imputation error estimate without the need of a test set or elaborate cross-validation. It can be run in parallel to save computation time.,2025-04-22
27804,r-misctools,public,"Miscellaneous small tools and utilities. Many of them facilitate the work with matrices, e.g. inserting rows or columns, creating symmetric matrices, or checking for semidefiniteness. Other tools facilitate the work with regression models, e.g. extracting the standard errors, obtaining the number of (estimated) parameters, or calculating R-squared values.",2025-04-22
27805,r-locfdr,public,Computation of local false discovery rates.,2025-04-22
27806,r-itertools,public,"Various tools for creating iterators, many patterned after functions in the Python itertools module, and others patterned after functions in the 'snow' package.",2025-04-22
27807,r-bbmisc,public,"Miscellaneous helper functions for and from B. Bischl and some other guys, mainly for package development.",2025-04-22
27808,r-ashr,public,"The R package 'ashr' implements an Empirical Bayes approach for large-scale hypothesis testing and false discovery rate (FDR) estimation based on the methods proposed in M. Stephens, 2016, ""False discovery rates: a new deal"", <DOI:10.1093/biostatistics/kxw041>. These methods can be applied whenever two sets of summary statistics---estimated effects and standard errors---are available, just as 'qvalue' can be applied to previously computed p-values. Two main interfaces are provided: ash(), which is more user-friendly; and ash.workhorse(), which has more options and is geared toward advanced users. The ash() and ash.workhorse() also provides a flexible modeling interface that can accommodate a variety of likelihoods (e.g., normal, Poisson) and mixture priors (e.g., uniform, normal).",2025-04-22
27809,qtkeychain,public,QtKeychain is a Qt API to store passwords and other secret data securely,2025-04-22
27810,dynamicisttoolkit,public,Various tools for theoretical and experimental dynamics.,2025-04-22
27811,r-ggally,public,"The R package 'ggplot2' is a plotting system based on the grammar of graphics. 'GGally' extends 'ggplot2' by adding several functions to reduce the complexity of combining geometric objects with transformed data. Some of these functions include a pairwise plot matrix, a two group pairwise plot matrix, a parallel coordinates plot, a survival plot, and several functions to plot networks.",2025-04-22
27812,pyside2,public,Python bindings for Qt,2025-04-22
27813,r-progress,public,"Configurable Progress bars, they may include percentage, elapsed time, and/or the estimated completion time. They work in terminals, in 'Emacs' 'ESS', 'RStudio', 'Windows' 'Rgui' and the 'macOS' 'R.app'. The package also provides a 'C++' 'API', that works with or without 'Rcpp'.",2025-04-22
27814,r-gamlss,public,"Functions for fitting the Generalized Additive Models for Location Scale and Shape introduced by Rigby and Stasinopoulos (2005), <doi:10.1111/j.1467-9876.2005.00510.x>. The models use a distributional regression approach where all the parameters of the conditional distribution of the response variable are modelled using explanatory variables.",2025-04-22
27815,r-prettyunits,public,"Pretty, human readable formatting of quantities. Time intervals: 1337000 -> 15d 11h 23m 20s. Vague time intervals: 2674000 -> about a month ago. Bytes: 1337 -> 1.34 kB.",2025-04-22
27816,r-googlevis,public,"R interface to Google's chart tools, allowing users to create interactive charts based on data frames. Charts are displayed locally via the R HTTP help server. A modern browser with an Internet connection is required and for some charts a Flash player. The data remains local and is not uploaded to Google.",2025-04-22
27817,r-gamlss.dist,public,"A set of distributions which can be used for modelling the response variables in Generalized Additive Models for Location Scale and Shape, Rigby and Stasinopoulos (2005), <doi:10.1111/j.1467-9876.2005.00510.x>. The distributions can be continuous, discrete or mixed distributions. Extra distributions can be created, by transforming, any continuous distribution defined on the real line, to a distribution defined on ranges 0 to infinity or 0 to 1, by using a ''log'' or a ''logit' transformation respectively.",2025-04-22
27818,r-gamlss.data,public,Data used as examples to demonstrate GAMLSS models.,2025-04-22
27819,r-emdbook,public,"Auxiliary functions and data sets for ""Ecological Models and Data"", a book presenting maximum likelihood estimation and related topics for ecologists (ISBN 978-0-691-12522-0).",2025-04-22
27820,r-bbmle,public,Methods and functions for fitting maximum likelihood models in R. This package modifies and extends the 'mle' classes in the 'stats4' package.,2025-04-22
27821,r-aod,public,This package provides a set of functions to analyse overdispersed counts or proportions. Most of the methods are already available elsewhere but are scattered in different packages. The proposed functions should be considered as complements to more sophisticated methods such as generalized estimating equations (GEE) or generalized linear mixed effect models (GLMM).,2025-04-22
27822,pytrilinos,public,Python interfaces to Sandia's suite of HPC solvers and enabling technologies,2025-04-22
27823,r-wrassp,public,"A wrapper around Michel Scheffers's 'libassp' (<http://libassp.sourceforge.net/>). The 'libassp' (Advanced Speech Signal Processor) library aims at providing functionality for handling speech signal files in most common audio formats and for performing analyses common in phonetic science/speech science. This includes the calculation of formants, fundamental frequency, root mean square, auto correlation, a variety of spectral analyses, zero crossing rate, filtering etc. This wrapper provides R with a large subset of 'libassp's signal processing functions and provides them to the user in a (hopefully) user-friendly manner.",2025-04-22
27824,r-waveslim,public,"Basic wavelet routines for time series (1D), image (2D) and array (3D) analysis. The code provided here is based on wavelet methodology developed in Percival and Walden (2000); Gencay, Selcuk and Whitcher (2001); the dual-tree complex wavelet transform (DTCWT) from Kingsbury (1999, 2001) as implemented by Selesnick; and Hilbert wavelet pairs (Selesnick 2001, 2002). All figures in chapters 4-7 of GSW (2001) are reproducible using this package and R code available at the book website(s) below.",2025-04-22
27825,r-venn,public,"Draws and displays Venn diagrams up to 7 sets, and any Boolean union of set intersections.",2025-04-22
27826,r-upsetr,public,"Creates visualizations of intersecting sets using a novel matrix design, along with visualizations of several common set, element and attribute related tasks.",2025-04-22
27827,r-tsne,public,"A ""pure R"" implementation of the t-SNE algorithm.",2025-04-22
27828,r-truncnorm,public,"Density, probability, quantile and random number generation functions for the truncated normal distribution.",2025-04-22
27829,r-tiff,public,"This package provides an easy and simple way to read, write and display bitmap images stored in the TIFF format. It can read and write both files and in-memory raw vectors.",2025-04-22
27830,r-statmod,public,"A collection of algorithms and functions to aid statistical modeling. Includes growth curve comparisons, limiting dilution analysis (aka ELDA), mixed linear models, heteroscedastic regression, inverse-Gaussian probability calculations, Gauss quadrature and a secure convergence algorithm for nonlinear models. Includes advanced generalized linear model functions that implement secure convergence, dispersion modeling and Tweedie power-law families.",2025-04-22
27831,r-speedglm,public,Fitting linear models and generalized linear models to large data sets by updating algorithms.,2025-04-22
27832,r-snowfall,public,"Usability wrapper around snow for easier development of parallel R programs. This package offers e.g. extended error checks, and additional functions. All functions work in sequential mode, too, if no cluster is present or wished. Package is also designed as connector to the cluster management tool sfCluster, but can also used without it.",2025-04-22
27833,r-pscl,public,"Bayesian analysis of item-response theory (IRT) models, roll call analysis; computing highest density regions; maximum likelihood estimation of zero-inflated and hurdle models for count data; goodness-of-fit measures for GLMs; data sets used in writing and teaching at the Political Science Computational Laboratory; seats-votes curves.",2025-04-22
27834,r-openxlsx,public,"Simplifies the creation of Excel .xlsx files by providing a high level interface to writing, styling and editing worksheets. Through the use of 'Rcpp', read/write times are comparable to the 'xlsx' and 'XLConnect' packages with the added benefit of removing the dependency on Java.",2025-04-22
27835,r-lambda.r,public,"A language extension to efficiently write functional programs in R. Syntax extensions include multi-part function definitions, pattern matching, guard statements, built-in (optional) type safety.",2025-04-22
27836,r-futile.options,public,A scoped options management framework. Used in other packages.,2025-04-22
27837,r-docopt,public,Define a command-line interface by just giving it a description in the specific format.,2025-04-22
27838,perl-app-cpanminus,public,"get, unpack build and install modules from CPAN",2025-04-22
27839,r-rttf2pt1,public,"Contains the program 'ttf2pt1', for use with the 'extrafont' package. This product includes software developed by the 'TTF2PT1' Project and its contributors.",2025-04-22
27840,r-corpcor,public,"Implements a James-Stein-type shrinkage estimator for the covariance matrix, with separate shrinkage for variances and correlations. The details of the method are explained in Schafer and Strimmer (2005) <DOI:10.2202/1544-6115.1175> and Opgen-Rhein and Strimmer (2007) <DOI:10.2202/1544-6115.1252>. The approach is both computationally as well as statistically very efficient, it is applicable to ""small n, large p"" data, and always returns a positive definite and well-conditioned covariance matrix. In addition to inferring the covariance matrix the package also provides shrinkage estimators for partial correlations and partial variances. The inverse of the covariance and correlation matrix can be efficiently computed, as well as any arbitrary power of the shrinkage correlation matrix. Furthermore, functions are available for fast singular value decomposition, for computing the pseudoinverse, and for checking the rank and positive definiteness of a matrix.",2025-04-22
27841,blaze,public,NumPy and Pandas interface to big data,2025-04-22
27842,somoclu,public,Massively parallel self-organizing maps: accelerate training on multicore CPUs and GPUs,2025-04-22
27843,scattertext,public,Beautiful visualizations of how language differs among document types,2025-04-22
27844,r-changepoint,public,"Implements various mainstream and specialised changepoint methods for finding single and multiple changepoints within data. Many popular non-parametric and frequentist methods are included. The cpt.mean(), cpt.var(), cpt.meanvar() functions should be your first point of call.",2025-04-22
27845,r-cghflasso,public,Spatial smoothing and hot spot detection using the fused lasso regression,2025-04-22
27846,r-caroline,public,"The caroline R library contains dozens of functions useful for: database migration (dbWriteTable2), database style joins & aggregation (nerge, groupBy & bestBy), data structure conversion (nv, tab2df), legend table making (sstable & leghead), plot annotation (labsegs & mvlabs), data visualization (violins, pies & raPlot), character string manipulation (m & pad), file I/O (write.delim), batch scripting and more. The package's greatest contributions lie in the database style merge, aggregation and interface functions as well as in it's extensive use and propagation of row, column and vector names in most functions.",2025-04-22
27847,r-calibrate,public,Package for drawing calibrated scales with tick marks on (non-orthogonal) variable vectors in scatterplots and biplots. Also provides some functions for multivariate analysis such principal coordinate analysis.,2025-04-22
27848,r-blockmodeling,public,"This is primarily meant as an implementation of generalized blockmodeling for valued networks. In addition, measures of similarity or dissimilarity based on structural equivalence and regular equivalence (REGE algorithms) can be computed and partitioned matrices can be plotted: Žiberna (2007)<doi:10.1016/j.socnet.2006.04.002>, Žiberna (2008)<doi:10.1080/00222500701790207>, Žiberna (2014)<doi:10.1016/j.socnet.2014.04.002>.",2025-04-22
27849,r-biasedurn,public,"Statistical models of biased sampling in the form of univariate and multivariate noncentral hypergeometric distributions, including Wallenius' noncentral hypergeometric distribution and Fisher's noncentral hypergeometric distribution (also called extended hypergeometric distribution). See vignette(""UrnTheory"") for explanation of these distributions.",2025-04-22
27850,r-beanplot,public,"Plots univariate comparison graphs, an alternative to boxplot/stripchart/violin plot.",2025-04-22
27851,r-batch,public,"Functions to allow you to easily pass command-line arguments into R, and functions to aid in submitting your R code in parallel on a cluster and joining the results afterward (e.g. multiple parameter values for simulations running in parallel, splitting up a permutation test in parallel, etc.). See `parseCommandArgs(...)' for the main example of how to use this package.",2025-04-22
27852,r-base64,public,Compatibility wrapper to replace the orphaned package by Romain Francois. New applications should use the 'openssl' or 'base64enc' package instead.,2025-04-22
27853,r-argparser,public,Cross-platform command-line argument parser written purely in R with no external dependencies. It is useful with the Rscript front-end and facilitates turning an R script into an executable script.,2025-04-22
27854,r-amap,public,"Tools for Clustering and Principal Component Analysis (With robust methods, and parallelized functions).",2025-04-22
27855,r-ahocorasicktrie,public,"Aho-Corasick is an optimal algorithm for finding many keywords in a text. It can locate all matches in a text in O(N+M) time; i.e., the time needed scales linearly with the number of keywords (N) and the size of the text (M). Compare this to the naive approach which takes O(N*M) time to loop through each pattern and scan for it in the text. This implementation builds the trie (the generic name of the data structure) and runs the search in a single function call. If you want to search multiple texts with the same trie, the function will take a list or vector of texts and return a list of matches to each text. By default, all 128 ASCII characters are allowed in both the keywords and the text. A more efficient trie is possible if the alphabet size can be reduced. For example, DNA sequences use at most 19 distinct characters and usually only 4; protein sequences use at most 26 distinct characters and usually only 20. UTF-8 (Unicode) matching is not currently supported.",2025-04-22
27856,r-ada,public,"Performs discrete, real, and gentle boost under both exponential and logistic loss on a given data set. The package ada provides a straightforward, well-documented, and broad boosting routine for classification, ideally suited for small to moderate-sized data sets.",2025-04-22
27857,ncpol2sdpa,public,Solve global polynomial optimization problems of either commutative variables or noncommutative operators through a semidefinite programming (SDP) relaxation,2025-04-22
27858,django-foundation-formtags,public,Template tags for woking with Zurb Foundation Forms in your Django projects,2025-04-22
27859,collectfast,public,A Faster Collectstatic,2025-04-22
27860,r-aroma.apd,public,"DEPRECATED. Do not start building new projects based on this package. (The (in-house) APD file format was initially developed to store Affymetrix probe-level data, e.g. normalized CEL intensities. Chip types can be added to APD file and similar to methods in the affxparser package, this package provides methods to read APDs organized by units (probesets). In addition, the probe elements can be arranged optimally such that the elements are guaranteed to be read in order when, for instance, data is read unit by unit. This speeds up the read substantially. This package is supporting the Aroma framework and should not be used elsewhere.)",2025-04-22
27861,r-squarem,public,"Algorithms for accelerating the convergence of slow, monotone sequences from smooth, contraction mapping such as the EM algorithm. It can be used to accelerate any smooth, linearly convergent acceleration scheme. A tutorial style introduction to this package is available in a vignette on the CRAN download page or, when the package is loaded in an R session, with vignette(""SQUAREM"").",2025-04-22
27862,r-rrcov,public,Robust Location and Scatter Estimation and Robust Multivariate Analysis with High Breakdown Point.,2025-04-22
27863,r-rlang,public,"A toolbox for working with base types, core R features like the condition system, and core 'Tidyverse' features like tidy evaluation.",2025-04-22
27864,r-r.huge,public,"DEPRECATED. Do not start building new projects based on this package. Cross-platform alternatives are the following packages: bigmemory (CRAN), ff (CRAN), BufferedMatrix (Bioconductor). The main usage of it was inside the aroma.affymetrix package. (The package currently provides a class representing a matrix where the actual data is stored in a binary format on the local file system. This way the size limit of the data is set by the file system and not the memory.)",2025-04-22
27865,r-proj4,public,A simple interface to lat/long projection and datum transformation of the PROJ.4 cartographic projections library. It allows transformation of geographic coordinates from one projection and/or datum to another.,2025-04-22
27866,r-misc3d,public,"A collection of miscellaneous 3d plots, including isosurfaces.",2025-04-22
27867,r-locfit,public,"Local regression, likelihood and density estimation.",2025-04-22
27868,r-hwriter,public,Easy-to-use and versatile functions to output R objects in HTML format,2025-04-22
27869,r-ggdendro,public,"This is a set of tools for dendrograms and tree plots using 'ggplot2'. The 'ggplot2' philosophy is to clearly separate data from the presentation. Unfortunately the plot method for dendrograms plots directly to a plot device without exposing the data. The 'ggdendro' package resolves this by making available functions that extract the dendrogram plot data. The package provides implementations for tree, rpart, as well as diana and agnes cluster diagrams.",2025-04-22
27870,r-flashclust,public,Fast implementation of hierarchical clustering,2025-04-22
27871,r-extrafontdb,public,Package for holding the database for the extrafont package,2025-04-22
27872,r-etrunct,public,"Computes moments of univariate truncated t distribution. There is only one exported function, e_trunct(), which should be seen for details.",2025-04-22
27873,r-svdialogs,public,"Rapidly construct standard dialog boxes for your GUI, including message boxes, input boxes, list, file or directory selection, ... In case R cannot display GUI dialog boxes, a simpler command line version of these interactive elements is also provided as fallback solution.",2025-04-22
27874,r-svgui,public,"The SciViews svGUI package eases the management of Graphical User Interfaces (GUI) in R. It is independent from any particular GUI widgets (Tk, Gtk2, native, ...). It centralizes info about GUI elements currently used, and it dispatches GUI calls to the particular toolkits in use in function of the context (is R run at the terminal, within a Tk application, a HTML page?).",2025-04-22
27875,ioos_tools,public,Misc functions for IOOS examples,2025-04-22
27876,cxxopts,public,A lightweight C++ option parser library,2025-04-22
27877,swiglpk,public,Simple swig bindings for the GNU Linear Programming Kit,2025-04-22
27878,pybtex-docutils,public,A docutils backend for pybtex.,2025-04-22
27879,oset,public,Set that remembers original insertion order,2025-04-22
27880,bson,public,Independent BSON codec for Python that doesn't depend on MongoDB.,2025-04-22
27881,visdom,public,"A tool for visualizing live, rich data for Torch and Numpy.",2025-04-22
27882,appscript,public,Control AppleScriptable applications from Python.,2025-04-22
27883,julia,public,A high-performance dynamic programming language for data science,2025-04-22
27884,r-gridgraphics,public,"Functions to convert a page of plots drawn with the 'graphics' package into identical output drawn with the 'grid' package. The result looks like the original 'graphics'-based plot, but consists of 'grid' grobs and viewports that can then be manipulated with 'grid' functions (e.g., edit grobs and revisit viewports).",2025-04-22
27885,r-ggbeeswarm,public,"Provides two methods of plotting categorical scatter plots such that the arrangement of points within a category reflects the density of data at that region, and avoids over-plotting.",2025-04-22
27886,pyretis,public,"PyRETIS: A well-done, medium-sized python library for rare events, DOI: 10.1002/jcc.24900",2025-04-22
27887,alpenglow,public,Open Source Recommender Framework with Time-aware Learning and Evaluation,2025-04-22
27888,r-snow,public,Support for simple parallel computing in R.,2025-04-22
27889,django-fsm,public,Django friendly finite state machine support,2025-04-22
27890,django-test-plus,public,Useful additions to Django default TestCase,2025-04-22
27891,django_compressor,public,Compresses linked and inline javascript or CSS into a single cached file.,2025-04-22
27892,cluster-lensing,public,Galaxy Cluster and Weak Lensing Tools,2025-04-22
27893,anaconda-project,public,"Tool for encapsulating, running, and reproducing data science projects",2025-04-22
27894,python-cpl,public,Python interface for the ESO Common Pipeline Library,2025-04-22
27895,naima,public,Derivation of non-thermal particle distributions through MCMC spectral fitting,2025-04-22
27896,imagemagick,public,"Software suite to create, edit, compose, or convert bitmap images.",2025-04-22
27897,coconut,public,"Simple, elegant, Pythonic functional programming.",2025-04-22
27898,pytest-sugar,public,a plugin for py.test that changes the default look and feel of py.test,2025-04-22
27899,django-crispy-forms,public,The best way to have DRY Django forms. The app provides a tag and filter that lets you quickly render forms in a div format while providing an enormous amount of capability to configure and control the rendered HTML.,2025-04-22
27900,iminuit,public,Interactive Minimization Tools based on MINUIT,2025-04-22
27901,gammapy,public,A Python package for gamma-ray astronomy,2025-04-22
27902,empath,public,analyze text with empath,2025-04-22
27903,django-environ,public,Django-environ allows you to utilize 12factor inspired environment variables to configure your Django application.,2025-04-22
27904,mdsrv,public,Simple server to visualize remote trajectories.,2025-04-22
27905,ipywebrtc,public,WebRTC for Jupyter notebook/lab,2025-04-22
27906,django-model-utils,public,Django model mixins and utilities.,2025-04-22
27907,r-hash,public,"This package implements a data structure similar to hashes in Perl and dictionaries in Python but with a purposefully R flavor. For objects of appreciable size, access using hashes outperforms native named lists and vectors.",2025-04-22
27908,opbeat,public,Python agent for Opbeat.,2025-04-22
27909,pyephem,public,Compute positions of the planets and stars,2025-04-22
27910,pydl,public,Python implementations of some functions from astronomical IDL libraries.,2025-04-22
27911,m2w64-muparser,public,A fast math parser library,2025-04-22
27912,omnifit,public,Omnifit - astronomical ice spectroscopy fitting,2025-04-22
27913,intltool,public,Internationalization Tool Collection.,2025-04-22
27914,whitenoise,public,Radically simplified static file serving for Python web apps,2025-04-22
27915,spectral-cube,public,A package for interaction with spectral cubes,2025-04-22
27916,rcssmin,public,Fast CSS minifier for Python,2025-04-22
27917,pytest-forked,public,run tests in isolated forked subprocesses,2025-04-22
27918,pyregion,public,Python parser for ds9 and ciao region files,2025-04-22
27919,halotools,public,"Package for studying large scale structure, cosmology, and galaxy evolution using N-body simulations and halo models.",2025-04-22
27920,imexam,public,A package to help perform command-line image examination and plotting,2025-04-22
27921,django-storages-redux,public,django-storages is a project to provide a variety of storage backends in a single library.,2025-04-22
27922,django-storages,public,Support for many storage backends in Django,2025-04-22
27923,grin,public,Enhanced grep-like tool,2025-04-22
27924,pysftp,public,A friendly face on SFTP,2025-04-22
27925,rjsmin,public,Javascript Minifier,2025-04-22
27926,pykrige,public,Kriging Toolkit for Python,2025-04-22
27927,maltpynt,public,"""Matteo's library and tools in Python for NuSTAR timing""",2025-04-22
27928,astroml,public,Tools for machine learning and data mining in Astronomy,2025-04-22
27929,xlntpyarrow,public,C++ XLSX library,2025-04-22
27930,ratelimiter,public,Simple Python module providing rate limiting.,2025-04-22
27931,django-braces,public,"Reusable, generic mixins for Django",2025-04-22
27932,shade,public,Client library for OpenStack containing Infra business logic,2025-04-22
27933,regions,public,Astropy coordinated package for region handling,2025-04-22
27934,fast-histogram,public,Fast simple 1D and 2D histograms,2025-04-22
27935,django-appconf,public,An app to handle configuration defaults of packaged Django apps gracefully,2025-04-22
27936,django-anymail,public,"Django email backends and webhooks for Mailgun, Mailjet, Postmark, SendGrid, SparkPost and more",2025-04-22
27937,pandoc-attributes,public,"A simple parser / emitter for pandoc block attributes, intended for use with pandocfilters.",2025-04-22
27938,gitdb2,public,A pure-Python git object database,2025-04-22
27939,oslo.serialization,public,Oslo Serialization library,2025-04-22
27940,dask-ndmeasure,public,A library for computing N-D measurements on labeled Dask Arrays,2025-04-22
27941,dogpile.cache,public,A caching front-end based on the Dogpile lock.,2025-04-22
27942,spyder-notebook,public,Jupyter notebook integration with Spyder,2025-04-22
27943,setuptools_markdown,public,Use Markdown for your project description,2025-04-22
27944,web.py,public,web.py is a web framework for Python that is as simple as it is powerful.,2025-04-22
27945,trottersuzuki,public,Massively Parallel Trotter-Suzuki Solver,2025-04-22
27946,spherical-geometry,public,A Python package for handling spherical polygons that represent arbitrary regions of the sky,2025-04-22
27947,r-arm,public,"Functions to accompany A. Gelman and J. Hill, Data Analysis Using Regression and Multilevel/Hierarchical Models, Cambridge University Press, 2007.",2025-04-22
27948,orderedset,public,An Ordered Set implementation in Cython,2025-04-22
27949,psy-reg,public,Psyplot plugin for visualizing and calculating regression plots,2025-04-22
27950,smmap2,public,A pure python implementation of a sliding window memory map manager,2025-04-22
27951,psy-simple,public,Psyplot plugin for simple visualization tasks,2025-04-22
27952,psy-maps,public,Psyplot plugin for visualization on a map,2025-04-22
27953,r-evd,public,"Extends simulation, distribution, quantile and density functions to univariate and multivariate parametric extreme value distributions, and provides fitting functions which calculate maximum likelihood estimates for univariate and bivariate maxima models, and for univariate and bivariate threshold models.",2025-04-22
27954,r-automap,public,This package performs an automatic interpolation by automatically estimating the variogram and then calling gstat.,2025-04-22
27955,psyplot-gui,public,Graphical user interface for the psyplot package,2025-04-22
27956,psyplot,public,Python package for interactive data visualization,2025-04-22
27957,pdfminer3k,public,pdfminer3k is a Python 3 port of pdfminer — a tool for extracting information from PDF documents,2025-04-22
27958,exempi,public,exempi is a port of Adobe XMP SDK to work on UNIX,2025-04-22
